root	misc	adj-to-adv	adj-to-comparative	adj-to-noun	noun-to-plural	verb-to-gerund	verb-to-past-and-participle	verb-to-third-person
varnish	varnished,varnishes,varnishing				varnishes	varnishing	varnished	varnishes
varsity					varsities			
varus					vari,varuses			
vary	varied,varies,varying					varying	varied	varies
varying		varyingly						
vas	vasa				vasa			
vascular		vascularly		vascularity				
vascularity					vascularities			
vascularize						vascularizing	vascularized	
vasculum	vascula,vasculums				vascula			
vase	vases				vases			
vasectomise						vasectomising	vasectomised	
vasectomize						vasectomizing	vasectomized	
vasectomy	vasectomies				vasectomies			
vasoconstrictor					vasoconstrictors			
vasotomy	vasotomies							
vassal	vassals				vassals			
vast		vastly	vaster,vastest	vastity				
vastness					vastnesses			
vasty			vastier,vastiest					
vat	vats,vatted				vats			
vatic								
vatical								
vaticinate						vaticinating	vaticinated	
vaudevillian					vaudevillians			
vault	vaulted,vaulting,vaults				vaults	vaulting	vaulted	vaults
vaulted		vaultedly						
vaulter					vaulters			
vaulting					vaultings			
vaunt	vaunted,vaunting,vaunts				vaunts	vaunting	vaunted	vaunts
vaunter					vaunters			
vc	vcs							
vcr	vcrs							
vdt	vdts							
vdu	vdus							
veal					veals			
vector	vectors				vectors			
veda	vedas							
vedalia					vedalias			
veejay	veejays							
veep	veeps							
veer	veered,veering,veers					veering	veered	veers
veery	veeries				veeries			
veg	vegged,vegges,vegging							
vega					vegas			
vegan	vegans				vegans			
vegeburger	vegeburgers							
vegetable	vegetables				vegetables			
vegetal				vegetality				
vegetarian	vegetarians				vegetarians			
vegetate	vegetated,vegetates,vegetating					vegetating	vegetated	vegetates
vegetational		vegetationally						
vegetative		vegetatively						
veggie	veggies							
vehement		vehemently		vehemence				
vehicle	vehicles				vehicles			
vehicular		vehicularly						
vehiculum	vehicula							
veil	veiled,veiling,veils				veils	veiling	veiled	veils
veiled		veiledly						
veiling					veilings			
vein	veins				veins	veining	veined	veins
velamen	velamina				velamina			
velar					velars			
velarium					velaria			
velarize	velarizing,velarizized							
veld					velds			
veldt					veldts			
velleity					velleities			
vellicate						vellicating	vellicated	
vellum					vellums			
velocipede	velocipedes				velocipedes			
velociraptor	velociraptors							
velocity					velocities			
velodrome	velodromes							
veloute					veloutes			
velum	vela				vela			
velvet					velvets			
velveteen					velveteens			
velvety				velvetiness				
vena	venae				venae			
venal		venally		venality				
venality					venalities			
venation					venations			
vend	vended,vending,vends					vending	vended	vends
vendace	vendaces							
vendee					vendees			
vender					venders			
vendetta	vendettas				vendettas			
vendible		vendibly						
vendor	vendors				vendors			
vendue					vendues			
veneer	veneers				veneers	veneering	veneered	veneers
venerable		venerably						
venerate	venerated,venerates,venerating					venerating	venerated	venerates
venetian					venetians			
venezuelan					venezuelans			
vengeful		vengefully						
venial		venially		veniality				
venire					venires			
venireman	veniremen							
venison					venisons			
venom					venoms			
venomous		venomously						
venose				venosity				
venous		venously						
vent	vented,venting,vents				vents	venting	vented	vents
ventail					ventails			
venter					venters			
ventilate	ventilated,ventilates,ventilating					ventilating	ventilated	ventilates
ventilator	ventilators				ventilators			
ventral		ventrally						
ventricle	ventricles				ventricles			
ventricose				ventricosity				
ventriculus	ventriculi				ventriculi			
ventriloquist	ventriloquists				ventriloquists			
venture	ventured,ventures,venturing				ventures	venturing	ventured	ventures
venturer					venturers			
venturesome		venturesomely						
venturi					venturis			
venturous		venturously						
venue	venues				venues			
venule					venules			
veracious		veraciously						
veracity					veracities			
veranda	verandas				verandas			
verandah					verandahs			
veratrum					veratrums			
verb	verbs				verbs			
verbal	verbals	verbally		verbality				
verbalise						verbalising	verbalised	
verbality	verbalities							
verbalization					verbalizations			
verbalize	verbalized,verbalizes,verbalizing					verbalizing	verbalized	verbalizes
verbena					verbenas			
verbiage					verbiages			
verbify						verbifying	verbified	verbifies
verbose		verbosely		verbosity				
verbosity					verbosities			
verdancy					verdancies			
verdant		verdantly						
verdict	verdicts				verdicts			
verdigris							verdigrised	
verdin					verdins			
verdure					verdures			
verge	verged,verges,verging				verges	verging	verged	verges
verger					vergers			
veridical		veridically		veridicality				
verifiable		verifiably						
verification					verifications			
verifier					verifiers			
verify	verified,verifies,verifying					verifying	verified	verifies
verisimilar		verisimilarly						
veritable		veritably						
verity	verities				verities			
vermicular		vermicularly						
vermiculate						vermiculating	vermiculated	
vermiculite					vermiculites			
vermiform				vermiformity				
vermifuge					vermifuges			
verminous		verminously						
vermis	vermes				vermes			
vermonter					vermonters			
vermouth					vermouths			
vernacular	vernaculars	vernacularly		vernacularity	vernaculars			
vernal		vernally		vernality				
vernier					verniers			
vernissage	vernissages							
vernix					vernixes			
veronica					veronicas			
verruca	verrucae				verrucae			
verrucose				verrucosity				
versant					versants			
versatile				versatility				
versatility					versatilities			
verse	verses				verses	versing	versed	verses
versicle					versicles			
versification					versifications			
versifier					versifiers			
versify	versified					versifying	versified	versifies
version	versions				versions			
verso	versos				versos			
verst					versts			
vertebra	vertebrae				vertebrae			
vertebral		vertebrally						
vertebrate	vertebrates				vertebrates			
vertex	vertexes,vertexs,vertices				vertices			
vertical	verticals	vertically		verticality	verticals			
verticil					verticils			
verticillate		verticillately						
vertiginous		vertiginously						
vertigo	vertigines,vertigoes				vertigines,vertigoes			
vertu					vertus			
vervain					vervains			
verve					verves			
vervet					vervets			
very		verily	verier,veriest					
vesak	vesaks							
vesica	vesicae				vesicae			
vesicant					vesicants			
vesicate						vesicating	vesicated	vesicates
vesicatory					vesicatories			
vesicle					vesicles			
vesicular		vesicularly		vesicularity				
vesiculate						vesiculating	vesiculated	
vespid					vespids			
vessel	vessels				vessels			
vest	vested,vesting,vests				vests	vesting	vested	vests
vesta					vestas			
vestal		vestally			vestals			
vestibule	vestibules				vestibules			
vestige	vestiges				vestiges			
vestigial		vestigially						
vestment	vestments				vestments			
vestry	vestries				vestries			
vesture					vestures	vesturing	vestured	vestures
vesuvian					vesuvians			
vet	vets,vetted,vetting				vets	vetting	vetted	vets
vetch	vetches				vetches			
veteran	veterans				veterans			
veterinarian	veterinarians				veterinarians			
veterinary					veterinaries			
veto	vetoed,vetoes,vetoing				vetoes	vetoing	vetoed	
vettura	vetture							
vex	vexed,vexes,vexing					vexing	vexed	
vexation	vexations				vexations			
vexatious		vexatiously						
vexed		vexedly						
vexer					vexers			
vexillum	vexilla				vexilla			
vexing		vexingly						
vi			vier		vis			
viability					viabilities			
viable		viably						
viaduct	viaducts				viaducts			
vial	vials				vials			
viaticum					viatica			
viator	viatores				viatores			
vibe	vibes							
vibist					vibists			
vibraculum	vibracula				vibracula			
vibraharp					vibraharps			
vibrancy					vibrancies			
vibrant		vibrantly		vibrance				
vibraphone	vibraphones				vibraphones			
vibrate	vibrated,vibrates,vibrating					vibrating	vibrated	vibrates
vibration	vibrations				vibrations			
vibrato	vibratos				vibratos			
vibrator	vibrators				vibrators			
vibrio	vibrios				vibrios			
vibrion					vibrions			
vibrissa	vibrissae				vibrissae			
viburnum					viburnums			
vicar	vicars				vicars			
vicarage	vicarages				vicarages			
vicariate					vicariates			
vicarious		vicariously						
vice	vices				vices			
vicegerency	vicegerencies							
vicegerent					vicegerents			
viceregal		viceregally						
viceroy	viceroys				viceroys			
vichy					vichies			
vicinity					vicinities			
vicious		viciously						
vicissitude					vicissitudes			
victim	victims				victims			
victimise						victimising	victimised	
victimization					victimizations			
victimize	victimized,victimizes,victimizing					victimizing	victimized	victimizes
victimizer					victimizers			
victor	victors				victors			
victoria					victorias			
victorian	victorians	victorianly			victorians			
victorious		victoriously						
victory	victories				victories			
victual						victualing,victualling	victualled	victuals
victualer					victualers			
victualler					victuallers			
vicugna					vicugnas			
vicuna	vicunas				vicunas			
vid	vids							
video	videoed,videoing,videos				videos			
videocassette					videocassettes			
videoconference	videoconferences							
videodisc					videodiscs			
videophone	videophones							
videotape	videotaped,videotapes,videotaping				videotapes	videotaping	videotaped	videotapes
vidimus	vidimuses							
vie	vied,vies,vying						vied	vies
view	viewed,viewing,views				views	viewing	viewed	views
viewable		viewably						
viewer	viewers							
viewfinder	viewfinders				viewfinders			
viewing	viewings				viewings			
viewless		viewlessly						
viewpoint	viewpoints				viewpoints			
viewscreen	viewscreens							
viewy			viewier,viewiest					
vigil	vigils				vigils			
vigilant		vigilantly		vigilance				
vigilante	vigilantes				vigilantes			
vigintillion	vigintillions							
vignette	vignettes				vignettes			
vigor					vigors			
vigorish					vigorishes			
vigorous		vigorously						
vigour					vigours			
viking	vikings				vikings			
vile			viler,vilest	vility				
vileness					vilenesses			
vilification					vilifications			
vilifier					vilifiers			
vilify	vilified,vilifies,vilifying					vilifying	vilified	vilifies
vilipend						vilipending	vilipended	vilipends
villa	villas				villas			
village	villages				villages			
villager	villagers				villagers			
villain	villains				villains			
villainess					villainesses			
villainous		villainously						
villainy					villainies			
villanella	villanelle							
villein	villeins				villeins			
villus	villi				villi			
vim					vims			
vimen	vimina				vimina			
vinaigrette	vinaigrettes				vinaigrettes			
vinca					vincas			
vincible		vincibly						
vinculum	vincula				vincula			
vindaloo	vindaloos							
vindicate	vindicated,vindicates,vindicating					vindicating	vindicated	vindicates
vindication	vindications				vindications			
vindicator					vindicators			
vindicatory		vindicatorily						
vindictive		vindictively						
vine	vines				vines			
vinegar	vinegars				vinegars			
vinegary				vinegariness				
vinery					vineries			
vineyard	vineyards				vineyards			
vinifera					viniferas			
vinify	vinified							
vino	vinos				vinos			
vinous		vinously						
vintage	vintages				vintages			
vintager					vintagers			
vintner	vintners				vintners			
vinyl					vinyls			
viol	viols				viols			
viola	violas				violas			
violable		violably						
violate	violated,violates,violating					violating	violated	violates
violation	violations				violations			
violator	violators				violators			
violence					violences			
violent		violently		violence				
violet	violets				violets			
violin	violins				violins			
violinist					violinists			
violist					violists			
violoncellist					violoncellists			
violoncello	violoncellos				violoncellos			
viomycin					viomycins			
vip	vips				vips			
viper	vipers				vipers			
virago	viragoes,viragos				viragoes			
viral	virals	virally						
viremia					viremias			
vireo	vireos				vireos			
virga					virgas			
virgin	virgins	virginly		virginity	virgins			
virginal		virginally		virginality	virginals			
virginian					virginians			
virginity					virginities			
virgo	virgos				virgos			
virgule					virgules			
viricide					viricides			
viridity					viridities			
virile				virility				
virilism					virilisms			
virility					virilities			
virilize						virilizing		
virion					virions			
virological		virologically						
virologist					virologists			
virology					virologies			
virtu					virtus			
virtual		virtually		virtuality				
